Frame,Time,EMG_1,EMG_2,EMG_3,EMG_4,EMG_5,EMG_6
0,0,-0.0028,-0.021,-0.0064,0.0032,-0.0307,-0.1479
1,0.001,0.0001,-0.0195,-0.0137,0.0089,-0.0524,-0.0987
2,0.002,-0.0002,-0.0028,-0.0037,0.0067,-0.3098,-0.5662
3,0.003,-0.0054,0.0035,-0.0071,0.0073,-0.1975,-0.6165
4,0.004,-0.0047,0.0132,-0.0123,0.0056,0.031,-0.0922
5,0.005,0.0003,0.011,-0.0109,0.0003,0.1753,0.3898
6,0.006,0.002,0.0157,-0.006,-0.0074,0.1969,0.317
7,0.007,0.0003,0.0198,0.0072,-0.0083,0.2153,0.3643
8,0.008,-0.0032,0.0154,0.0131,-0.0091,0.1875,0.4055
9,0.009,0.0019,0.0138,0.0016,-0.0031,0.1623,0.3472
10,0.01,-0.0045,0.0145,0.0034,0.0006,0.3931,0.6364
11,0.011,-0.0019,0.0151,0.005,0.0055,0.4158,0.9705
12,0.012,0.0003,0.0156,0.0114,0.005,0.1424,0.5238
13,0.013,0.001,0.0127,0.0171,-0.0038,-0.0393,-0.0037
14,0.014,-0.0007,0.013,0.012,-0,-0.0727,-0.2144
15,0.015,0.0034,0.0078,0.0113,0.0032,-0.1022,-0.151
16,0.016,0.0039,0.008,0.0072,0.0022,-0.0754,-0.2083
17,0.017,0.0017,0.006,-0.001,0.003,-0.0514,-0.1557
18,0.018,-0.0021,0.0022,-0.0018,0.0005,-0.2059,-0.2972
19,0.019,-0.0006,0.0008,-0.0006,-0.0002,-0.3838,-0.8527
20,0.02,0.0036,-0.0023,-0.0124,0.0034,-0.1604,-0.6124
21,0.021,-0.0004,-0,-0.0071,-0.0008,0.0465,0.0187
22,0.022,-0.0029,-0.0012,0.01,-0.0003,0.1246,0.2679
23,0.023,0.0041,0.0036,0.0078,-0.006,0.1453,0.3374
24,0.024,0.0051,0.0069,0.0059,-0.0066,0.1636,0.3986
25,0.025,-0.0013,0.005,-0.0144,-0.0045,0.1396,0.3268
26,0.026,-0.0038,-0.0004,-0.0116,-0.0014,0.1541,0.262
27,0.027,-0.0016,0.003,-0.0092,0.0014,0.3988,0.7236
28,0.028,-0.0008,0.0023,-0.0158,0.003,0.2849,0.7732
29,0.029,0.0009,0.0026,-0.0137,0.0018,0.0525,0.243
30,0.03,-0.0031,0.0009,-0.0045,0.0021,-0.097,-0.1107
31,0.031,0.0047,-0.0004,-0.0062,-0.0021,-0.1237,-0.1752
32,0.032,0.0079,-0.0002,-0.0079,-0.0015,-0.1473,-0.2322
33,0.033,0.0027,-0.0028,-0.012,0.002,-0.1244,-0.2831
34,0.034,-0.0018,-0.0006,-0.0034,0.0051,-0.0637,-0.2336
