TaskID,Subject,Modality,TaskName,Muscle,MeanActivation
11,GUEA_ses2,Baseline,Box_and_Blocs_Test,DeltAnt,0.00158967439161032
11,GUEA_ses2,Baseline,Box_and_Blocs_Test,DeltPost,0.00102373328634061
9,GUEA_ses2,Baseline,JAMAR_Palmar_Grip,Bicep,0.000640794283593206
9,GUEA_ses2,Baseline,JAMAR_Palmar_Grip,Tricep,0.000762678192706508
9,GUEA_ses2,Baseline,JAMAR_Palmar_Grip,DeltAnt,0.000317597565622014
9,GUEA_ses2,Baseline,JAMAR_Palmar_Grip,DeltPost,0.000155315996370406
13,GUEA_ses2,Device,Rest,Bicep,8.56529892850765e-07
13,GUEA_ses2,Device,Rest,Tricep,4.39481380081204e-07
13,GUEA_ses2,Device,Rest,DeltAnt,2.76080484518349e-06
13,GUEA_ses2,Device,Rest,DeltPost,1.80790289557809e-06
14,GUEA_ses2,Device,Shoulder_Flexion,Bicep,0.000447706100176621
14,GUEA_ses2,Device,Shoulder_Flexion,Tricep,5.46237994032344e-05
14,GUEA_ses2,Device,Shoulder_Flexion,DeltAnt,0.000102422134478316
14,GUEA_ses2,Device,Shoulder_Flexion,DeltPost,0.00015690080202985
15,GUEA_ses2,Device,Elbow_Flexion,Bicep,2.7799389616464e-05
15,GUEA_ses2,Device,Elbow_Flexion,Tricep,9.03310490434367e-06
15,GUEA_ses2,Device,Elbow_Flexion,DeltAnt,0.000508253351277681
15,GUEA_ses2,Device,Elbow_Flexion,DeltPost,2.54847314424175e-05
17,GUEA_ses2,Baseline,Pointing_Task,Bicep,0.000301321636484286
17,GUEA_ses2,Baseline,Pointing_Task,Tricep,4.4900721184878e-05
17,GUEA_ses2,Baseline,Pointing_Task,DeltAnt,0.00253154522623136
17,GUEA_ses2,Baseline,Pointing_Task,DeltPost,0.00023868463841171
18,GUEA_ses2,Baseline,HFT_Large_Light_Objects,Bicep,0.000783956665650975
18,GUEA_ses2,Baseline,HFT_Large_Light_Objects,Tricep,3.06832532987e-05
18,GUEA_ses2,Baseline,HFT_Large_Light_Objects,DeltAnt,0.00147404324735958
18,GUEA_ses2,Baseline,HFT_Large_Light_Objects,DeltPost,0.000195321656748148
19,GUEA_ses2,Baseline,Switch_Joystick_and_Grid_Game,Bicep,0.000107409087603635
19,GUEA_ses2,Baseline,Switch_Joystick_and_Grid_Game,Tricep,2.99542412078891e-05
19,GUEA_ses2,Baseline,Switch_Joystick_and_Grid_Game,DeltAnt,0.000296642802307159
19,GUEA_ses2,Baseline,Switch_Joystick_and_Grid_Game,DeltPost,0.000366590232897251
20,GUEA_ses2,Baseline,JAMAR_Palmar_Grip,Bicep,0.000369590812798728
20,GUEA_ses2,Baseline,JAMAR_Palmar_Grip,Tricep,0.000652794282504582
20,GUEA_ses2,Baseline,JAMAR_Palmar_Grip,DeltAnt,0.000883943211693274
20,GUEA_ses2,Baseline,JAMAR_Palmar_Grip,DeltPost,0.000147632633387541
21,GUEA_ses2,Baseline,HFT_Feeding_task,Bicep,0.000966733051313181
21,GUEA_ses2,Baseline,HFT_Feeding_task,Tricep,0.000117958574567882
21,GUEA_ses2,Baseline,HFT_Feeding_task,DeltAnt,0.00189526227067767
21,GUEA_ses2,Baseline,HFT_Feeding_task,DeltPost,0.000121897870767952
22,GUEA_ses2,Baseline,Box_and_Blocs_Test,Bicep,0.00190391802303153
22,GUEA_ses2,Baseline,Box_and_Blocs_Test,Tricep,0.000130897376116842
22,GUEA_ses2,Baseline,Box_and_Blocs_Test,DeltAnt,0.00145088332859209
22,GUEA_ses2,Baseline,Box_and_Blocs_Test,DeltPost,0.000823580456676815
24,GUEA_ses2,Device,Rest,Bicep,3.1911107835369e-06
24,GUEA_ses2,Device,Rest,Tricep,1.849353445353e-06
24,GUEA_ses2,Device,Rest,DeltAnt,1.96903070043588e-06
24,GUEA_ses2,Device,Rest,DeltPost,4.11635632971286e-07
25,GUEA_ses2,Device,Shoulder_Flexion,Bicep,0.000417460651300229
25,GUEA_ses2,Device,Shoulder_Flexion,Tricep,4.58411563423359e-05
25,GUEA_ses2,Device,Shoulder_Flexion,DeltAnt,0.00180257273032149
25,GUEA_ses2,Device,Shoulder_Flexion,DeltPost,7.16685072504553e-05
26,GUEA_ses2,Device,Elbow_Flexion,Bicep,0.000348279535218381
26,GUEA_ses2,Device,Elbow_Flexion,Tricep,1.28367182346109e-05
26,GUEA_ses2,Device,Elbow_Flexion,DeltAnt,0.00292572720666523
26,GUEA_ses2,Device,Elbow_Flexion,DeltPost,3.65332817191746e-05
27,GUEA_ses2,Device,Pointing_Task,Bicep,3.94359600817823e-05
27,GUEA_ses2,Device,Pointing_Task,Tricep,1.6349071714113e-05
27,GUEA_ses2,Device,Pointing_Task,DeltAnt,0.00103507137999959
27,GUEA_ses2,Device,Pointing_Task,DeltPost,0.000158256570417544
28,GUEA_ses2,Device,HFT_Large_Light_Objects,Bicep,0.000505988694062808
28,GUEA_ses2,Device,HFT_Large_Light_Objects,Tricep,4.79147764525238e-05
28,GUEA_ses2,Device,HFT_Large_Light_Objects,DeltAnt,0.00297405734681086
28,GUEA_ses2,Device,HFT_Large_Light_Objects,DeltPost,0.000242494429839396
29,GUEA_ses2,Device,Switch_Joystick_and_Grid_Game,Bicep,4.67088831349341e-05
29,GUEA_ses2,Device,Switch_Joystick_and_Grid_Game,Tricep,2.71682698612842e-05
29,GUEA_ses2,Device,Switch_Joystick_and_Grid_Game,DeltAnt,3.29486324934159e-06
29,GUEA_ses2,Device,Switch_Joystick_and_Grid_Game,DeltPost,0.000218244101477594
31,GUEA_ses2,Baseline,JAMAR_Palmar_Grip,Bicep,0.000468258793102328
31,GUEA_ses2,Baseline,JAMAR_Palmar_Grip,Tricep,0.00105890241066898
31,GUEA_ses2,Baseline,JAMAR_Palmar_Grip,DeltAnt,0.000542508745266706
31,GUEA_ses2,Baseline,JAMAR_Palmar_Grip,DeltPost,0.000149782083118616
32,GUEA_ses2,Baseline,HFT_Feeding_task,Bicep,0.00102451988703188
32,GUEA_ses2,Baseline,HFT_Feeding_task,Tricep,0.000150968047685089
32,GUEA_ses2,Baseline,HFT_Feeding_task,DeltAnt,0.00172988625130157
32,GUEA_ses2,Baseline,HFT_Feeding_task,DeltPost,0.000154200283168506
33,GUEA_ses2,Baseline,Box_and_Blocs_Test,Bicep,0.0016734853646657
33,GUEA_ses2,Baseline,Box_and_Blocs_Test,Tricep,0.000154719994731558
33,GUEA_ses2,Baseline,Box_and_Blocs_Test,DeltAnt,0.00135344008792046
33,GUEA_ses2,Baseline,Box_and_Blocs_Test,DeltPost,0.000776306133755034
35,GUEA_ses2,Device,Rest,Bicep,2.62529671236954e-06
35,GUEA_ses2,Device,Rest,Tricep,5.44013684745513e-06
35,GUEA_ses2,Device,Rest,DeltAnt,1.06336295591778e-05
35,GUEA_ses2,Device,Rest,DeltPost,8.34658739807778e-08
36,GUEA_ses2,Device,Shoulder_Flexion,Bicep,0.000121658161010322
36,GUEA_ses2,Device,Shoulder_Flexion,Tricep,6.46189273330064e-05
36,GUEA_ses2,Device,Shoulder_Flexion,DeltAnt,0.00123385578684818
36,GUEA_ses2,Device,Shoulder_Flexion,DeltPost,0.000153497364770719
37,GUEA_ses2,Device,Elbow_Flexion,Bicep,4.16033460603301e-05
37,GUEA_ses2,Device,Elbow_Flexion,Tricep,2.1894663721625e-05
37,GUEA_ses2,Device,Elbow_Flexion,DeltAnt,0.000200496204807343
37,GUEA_ses2,Device,Elbow_Flexion,DeltPost,1.13564159630076e-05
38,GUEA_ses2,Device,Pointing_Task,Bicep,0.000218865795187295
38,GUEA_ses2,Device,Pointing_Task,Tricep,1.6089418461286e-05
38,GUEA_ses2,Device,Pointing_Task,DeltAnt,0.00127720405809845
38,GUEA_ses2,Device,Pointing_Task,DeltPost,0.000139424482737422
39,GUEA_ses2,Device,HFT_Large_Light_Objects,Bicep,0.000569230560344225
39,GUEA_ses2,Device,HFT_Large_Light_Objects,Tricep,0.000116669637031413
39,GUEA_ses2,Device,HFT_Large_Light_Objects,DeltAnt,0.0027229633406696
39,GUEA_ses2,Device,HFT_Large_Light_Objects,DeltPost,0.000202564712211264
40,GUEA_ses2,Device,Switch_Joystick_and_Grid_Game,Bicep,0.000128325519248496
40,GUEA_ses2,Device,Switch_Joystick_and_Grid_Game,Tricep,2.11696781338475e-05
40,GUEA_ses2,Device,Switch_Joystick_and_Grid_Game,DeltAnt,2.46504079245957e-05
40,GUEA_ses2,Device,Switch_Joystick_and_Grid_Game,DeltPost,0.000259552285294788
41,GUEA_ses2,Device,JAMAR_Palmar_Grip,Bicep,2.16627339994189e-06
41,GUEA_ses2,Device,JAMAR_Palmar_Grip,Tricep,4.68132691819922e-06
41,GUEA_ses2,Device,JAMAR_Palmar_Grip,DeltAnt,0.000545660475192664
41,GUEA_ses2,Device,JAMAR_Palmar_Grip,DeltPost,2.82256401791808e-06
42,GUEA_ses2,Device,HFT_Feeding_task,Bicep,0.0010100088674375
42,GUEA_ses2,Device,HFT_Feeding_task,Tricep,8.03401731955221e-05
42,GUEA_ses2,Device,HFT_Feeding_task,DeltAnt,1.51991940934628e-06
42,GUEA_ses2,Device,HFT_Feeding_task,DeltPost,0.000765024517291913
43,GUEA_ses2,Device,Box_and_Blocs_Test,Bicep,0.0013747204470941
43,GUEA_ses2,Device,Box_and_Blocs_Test,Tricep,0.00015414360676753
43,GUEA_ses2,Device,Box_and_Blocs_Test,DeltAnt,1.21195983852796e-05
43,GUEA_ses2,Device,Box_and_Blocs_Test,DeltPost,0.00194456765117694
